date,date,count_yt,count_ain,count_cons,count_msm,count_cchan,count_tweets
2019-02-25 19:00:00,2019-02-25 19:00:00,789,1.0,3.0,0.0,1.0,133050
2019-02-10 06:00:00,2019-02-10 06:00:00,611,0.0,1.0,0.0,2.0,119118
2019-04-02 04:00:00,2019-04-02 04:00:00,622,0.0,3.0,2.0,3.0,123919
2018-10-06 05:00:00,2018-10-06 05:00:00,852,1.0,0.0,4.0,0.0,108542
2018-12-13 14:00:00,2018-12-13 14:00:00,1647,1.0,1.0,2.0,1.0,180160
2019-02-08 21:00:00,2019-02-08 21:00:00,811,4.0,2.0,2.0,2.0,129220
2019-02-04 18:00:00,2019-02-04 18:00:00,724,0.0,0.0,4.0,1.0,139283
2019-05-02 05:00:00,2019-05-02 05:00:00,740,1.0,0.0,5.0,6.0,132093
2018-11-29 00:00:00,2018-11-29 00:00:00,1101,4.0,6.0,3.0,4.0,126412
2019-05-30 08:00:00,2019-05-30 08:00:00,665,0.0,0.0,1.0,1.0,115478
2018-12-06 19:00:00,2018-12-06 19:00:00,1166,2.0,8.0,4.0,9.0,116649
2019-04-07 07:00:00,2019-04-07 07:00:00,705,0.0,0.0,1.0,4.0,122379
2018-12-09 17:00:00,2018-12-09 17:00:00,1311,2.0,8.0,1.0,3.0,145483
2018-12-04 17:00:00,2018-12-04 17:00:00,1285,3.0,3.0,3.0,2.0,137619
2018-10-11 23:00:00,2018-10-11 23:00:00,1230,2.0,2.0,8.0,2.0,127414
2018-10-13 19:00:00,2018-10-13 19:00:00,1182,1.0,1.0,0.0,1.0,118811
2018-10-05 04:00:00,2018-10-05 04:00:00,1012,0.0,1.0,7.0,0.0,118321
2019-02-26 01:00:00,2019-02-26 01:00:00,777,3.0,3.0,3.0,3.0,136083
2019-03-08 07:00:00,2019-03-08 07:00:00,586,0.0,0.0,0.0,1.0,110986
2019-03-29 04:00:00,2019-03-29 04:00:00,837,0.0,2.0,0.0,1.0,123342
2019-04-17 13:00:00,2019-04-17 13:00:00,1169,0.0,1.0,9.0,1.0,203028
2018-10-25 22:00:00,2018-10-25 22:00:00,1316,5.0,3.0,4.0,6.0,132801
2019-05-11 01:00:00,2019-05-11 01:00:00,707,2.0,0.0,1.0,1.0,137362
2018-11-07 12:00:00,2018-11-07 12:00:00,1427,1.0,1.0,1.0,0.0,168006
2018-12-05 13:00:00,2018-12-05 13:00:00,1510,2.0,4.0,0.0,2.0,189698
2018-12-25 14:00:00,2018-12-25 14:00:00,1656,3.0,0.0,2.0,0.0,186426
2018-11-04 16:00:00,2018-11-04 16:00:00,1365,2.0,5.0,2.0,3.0,154733
2019-03-29 02:00:00,2019-03-29 02:00:00,717,0.0,2.0,2.0,4.0,140656
2019-05-13 01:00:00,2019-05-13 01:00:00,537,0.0,1.0,1.0,5.0,152343
2019-01-23 08:00:00,2019-01-23 08:00:00,985,0.0,3.0,3.0,2.0,113433
2019-03-18 03:00:00,2019-03-18 03:00:00,710,0.0,7.0,0.0,6.0,144946
2019-04-23 04:00:00,2019-04-23 04:00:00,671,1.0,0.0,2.0,5.0,140454
2019-01-23 03:00:00,2019-01-23 03:00:00,1200,1.0,2.0,4.0,1.0,148885
2019-05-03 19:00:00,2019-05-03 19:00:00,655,5.0,3.0,2.0,1.0,124485
2018-12-15 23:00:00,2018-12-15 23:00:00,1139,0.0,4.0,1.0,2.0,115341
2019-02-04 02:00:00,2019-02-04 02:00:00,609,2.0,4.0,3.0,6.0,155275
2019-05-09 15:00:00,2019-05-09 15:00:00,994,2.0,0.0,2.0,1.0,179052
2019-04-14 00:00:00,2019-04-14 00:00:00,666,2.0,1.0,3.0,2.0,132030
2018-10-11 19:00:00,2018-10-11 19:00:00,1304,1.0,2.0,4.0,5.0,124490
2019-04-12 01:00:00,2019-04-12 01:00:00,687,0.0,2.0,2.0,8.0,141138
2019-01-03 11:00:00,2019-01-03 11:00:00,1154,0.0,3.0,3.0,3.0,142052
2018-10-21 16:00:00,2018-10-21 16:00:00,1761,0.0,0.0,2.0,0.0,163500
2018-12-11 21:00:00,2018-12-11 21:00:00,1205,0.0,3.0,1.0,1.0,130125
2018-12-13 16:00:00,2018-12-13 16:00:00,1723,2.0,3.0,2.0,1.0,152974
2019-02-12 19:00:00,2019-02-12 19:00:00,765,0.0,1.0,1.0,2.0,137676
2018-10-06 02:00:00,2018-10-06 02:00:00,1133,1.0,1.0,8.0,3.0,131365
2018-12-11 23:00:00,2018-12-11 23:00:00,1189,3.0,4.0,3.0,2.0,136930
2018-12-03 14:00:00,2018-12-03 14:00:00,1604,2.0,2.0,3.0,0.0,186887
2018-10-22 22:00:00,2018-10-22 22:00:00,1367,5.0,2.0,6.0,1.0,134901
2019-01-24 22:00:00,2019-01-24 22:00:00,1302,5.0,4.0,1.0,4.0,144376
2019-05-21 02:00:00,2019-05-21 02:00:00,737,0.0,1.0,8.0,2.0,147200
2019-04-05 20:00:00,2019-04-05 20:00:00,696,0.0,0.0,1.0,0.0,125955
2019-04-29 18:00:00,2019-04-29 18:00:00,727,1.0,2.0,2.0,1.0,142991
2019-01-08 20:00:00,2019-01-08 20:00:00,1092,0.0,4.0,5.0,6.0,126876
2018-11-15 15:00:00,2018-11-15 15:00:00,1489,2.0,6.0,5.0,5.0,174486
2018-11-07 11:00:00,2018-11-07 11:00:00,1224,0.0,1.0,1.0,0.0,149260
2018-11-18 19:00:00,2018-11-18 19:00:00,1125,2.0,3.0,0.0,7.0,120229
2018-12-30 07:00:00,2018-12-30 07:00:00,966,0.0,4.0,1.0,2.0,115140
2019-04-24 06:00:00,2019-04-24 06:00:00,597,0.0,1.0,2.0,2.0,119303
2019-05-25 21:00:00,2019-05-25 21:00:00,652,0.0,0.0,4.0,4.0,132944
2018-10-12 19:00:00,2018-10-12 19:00:00,1209,2.0,3.0,1.0,2.0,120125
2019-04-08 07:00:00,2019-04-08 07:00:00,698,0.0,0.0,0.0,0.0,111724
2019-05-25 17:00:00,2019-05-25 17:00:00,788,1.0,0.0,4.0,3.0,150661
2018-10-30 15:00:00,2018-10-30 15:00:00,1429,3.0,1.0,2.0,0.0,183458
2018-12-15 02:00:00,2018-12-15 02:00:00,1154,0.0,8.0,2.0,7.0,130014
2019-03-21 21:00:00,2019-03-21 21:00:00,668,1.0,3.0,2.0,3.0,137127
2019-04-08 08:00:00,2019-04-08 08:00:00,749,1.0,0.0,1.0,0.0,118402
2019-05-08 14:00:00,2019-05-08 14:00:00,1059,0.0,0.0,3.0,5.0,202600
2019-03-17 08:00:00,2019-03-17 08:00:00,734,0.0,1.0,1.0,1.0,149196
2019-05-05 23:00:00,2019-05-05 23:00:00,655,3.0,0.0,1.0,3.0,134074
2018-10-10 11:00:00,2018-10-10 11:00:00,1259,1.0,0.0,1.0,2.0,151403
2018-12-20 07:00:00,2018-12-20 07:00:00,907,2.0,1.0,1.0,1.0,105053
2018-12-10 01:00:00,2018-12-10 01:00:00,1143,0.0,4.0,2.0,5.0,123494
2019-03-17 00:00:00,2019-03-17 00:00:00,667,0.0,1.0,3.0,0.0,144643
2019-05-24 10:00:00,2019-05-24 10:00:00,1453,1.0,1.0,2.0,1.0,151404
2018-11-20 10:00:00,2018-11-20 10:00:00,1140,0.0,2.0,1.0,0.0,127873
2019-01-27 11:00:00,2019-01-27 11:00:00,1399,1.0,0.0,2.0,0.0,161031
2018-12-12 13:00:00,2018-12-12 13:00:00,1803,3.0,1.0,4.0,2.0,220835
2018-11-21 06:00:00,2018-11-21 06:00:00,859,0.0,2.0,3.0,3.0,99008
2019-01-25 20:00:00,2019-01-25 20:00:00,1219,3.0,2.0,7.0,1.0,132732
2018-12-28 05:00:00,2018-12-28 05:00:00,1010,1.0,5.0,2.0,3.0,116917
2019-05-14 23:00:00,2019-05-14 23:00:00,677,0.0,0.0,2.0,7.0,141667
2019-01-11 13:00:00,2019-01-11 13:00:00,1633,2.0,6.0,1.0,11.0,186130
2019-02-02 21:00:00,2019-02-02 21:00:00,648,1.0,2.0,0.0,1.0,123547
2019-05-28 16:00:00,2019-05-28 16:00:00,822,0.0,1.0,2.0,2.0,163214
2019-05-25 02:00:00,2019-05-25 02:00:00,678,0.0,0.0,5.0,5.0,147769
2018-10-08 05:00:00,2018-10-08 05:00:00,938,4.0,1.0,2.0,0.0,112720
2019-01-05 04:00:00,2019-01-05 04:00:00,1066,2.0,4.0,2.0,6.0,129584
2019-04-02 17:00:00,2019-04-02 17:00:00,802,0.0,3.0,2.0,4.0,153713
2019-05-23 06:00:00,2019-05-23 06:00:00,531,0.0,0.0,0.0,4.0,111211
2019-05-16 22:00:00,2019-05-16 22:00:00,768,0.0,1.0,4.0,2.0,152965
2018-11-25 18:00:00,2018-11-25 18:00:00,1284,0.0,2.0,1.0,3.0,130138
2019-05-30 03:00:00,2019-05-30 03:00:00,718,0.0,0.0,3.0,1.0,153470
2019-03-12 00:00:00,2019-03-12 00:00:00,602,1.0,1.0,5.0,2.0,133222
2018-12-29 01:00:00,2018-12-29 01:00:00,1240,1.0,2.0,5.0,4.0,133756
2019-01-06 13:00:00,2019-01-06 13:00:00,1342,0.0,4.0,0.0,2.0,185600
2019-02-23 20:00:00,2019-02-23 20:00:00,707,0.0,3.0,3.0,2.0,130402
2019-03-23 16:00:00,2019-03-23 16:00:00,919,0.0,0.0,2.0,4.0,181544
2018-10-01 21:00:00,2018-10-01 21:00:00,1393,1.0,1.0,3.0,1.0,132155
2018-10-01 17:00:00,2018-10-01 17:00:00,1448,4.0,0.0,4.0,3.0,142839
2019-02-08 13:00:00,2019-02-08 13:00:00,1163,1.0,0.0,1.0,1.0,187342
2019-03-11 08:00:00,2019-03-11 08:00:00,643,0.0,0.0,1.0,0.0,111426
2018-11-28 11:00:00,2018-11-28 11:00:00,1272,0.0,2.0,0.0,1.0,153717
2019-03-10 18:00:00,2019-03-10 18:00:00,690,4.0,1.0,4.0,1.0,141804
2018-12-06 04:00:00,2018-12-06 04:00:00,964,1.0,4.0,1.0,2.0,113370
2018-10-23 19:00:00,2018-10-23 19:00:00,1277,3.0,4.0,2.0,5.0,123726
2019-02-22 16:00:00,2019-02-22 16:00:00,939,1.0,5.0,6.0,7.0,169973
2019-04-11 15:00:00,2019-04-11 15:00:00,1029,2.0,3.0,12.0,5.0,198364
2019-01-19 10:00:00,2019-01-19 10:00:00,1065,1.0,0.0,2.0,1.0,129130
2019-04-15 17:00:00,2019-04-15 17:00:00,772,2.0,3.0,13.0,2.0,148996
2019-04-26 08:00:00,2019-04-26 08:00:00,802,0.0,0.0,1.0,2.0,122937
2019-05-31 01:00:00,2019-05-31 01:00:00,725,0.0,1.0,3.0,1.0,149360
2018-11-16 06:00:00,2018-11-16 06:00:00,831,2.0,2.0,1.0,2.0,98715
2018-11-21 11:00:00,2018-11-21 11:00:00,1186,0.0,1.0,2.0,2.0,141134
2019-05-30 06:00:00,2019-05-30 06:00:00,594,0.0,0.0,3.0,1.0,105040
2019-03-03 05:00:00,2019-03-03 05:00:00,661,0.0,0.0,2.0,0.0,138623
2018-12-30 18:00:00,2018-12-30 18:00:00,1172,2.0,0.0,1.0,3.0,136205
2019-04-27 06:00:00,2019-04-27 06:00:00,794,0.0,0.0,0.0,1.0,124092
2018-10-15 12:00:00,2018-10-15 12:00:00,1337,1.0,2.0,1.0,2.0,165834
2019-04-02 13:00:00,2019-04-02 13:00:00,1107,2.0,1.0,4.0,2.0,190646
2018-10-09 04:00:00,2018-10-09 04:00:00,1000,1.0,2.0,3.0,2.0,117977
2019-02-13 18:00:00,2019-02-13 18:00:00,708,1.0,1.0,6.0,2.0,140730
2018-11-30 18:00:00,2018-11-30 18:00:00,1255,1.0,5.0,1.0,3.0,122017
2019-02-04 13:00:00,2019-02-04 13:00:00,1105,1.0,3.0,3.0,4.0,182504
2019-01-02 02:00:00,2019-01-02 02:00:00,1059,0.0,5.0,1.0,2.0,134622
2018-11-05 06:00:00,2018-11-05 06:00:00,781,2.0,0.0,1.0,2.0,95066
2019-02-02 17:00:00,2019-02-02 17:00:00,820,1.0,1.0,2.0,2.0,153401
2019-03-30 23:00:00,2019-03-30 23:00:00,604,3.0,3.0,1.0,4.0,124198
2019-04-07 21:00:00,2019-04-07 21:00:00,824,1.0,0.0,0.0,1.0,135368
2019-01-27 13:00:00,2019-01-27 13:00:00,1440,0.0,2.0,3.0,2.0,195788
2019-01-16 04:00:00,2019-01-16 04:00:00,1183,6.0,2.0,2.0,1.0,128037
2019-02-05 16:00:00,2019-02-05 16:00:00,852,0.0,0.0,1.0,3.0,164148
2018-10-23 15:00:00,2018-10-23 15:00:00,2371,4.0,1.0,5.0,3.0,183931
2018-12-02 14:00:00,2018-12-02 14:00:00,1773,0.0,1.0,7.0,0.0,186658
2019-02-25 20:00:00,2019-02-25 20:00:00,714,0.0,0.0,0.0,1.0,135233
2018-11-09 20:00:00,2018-11-09 20:00:00,1246,2.0,3.0,2.0,2.0,119771
2018-12-25 08:00:00,2018-12-25 08:00:00,1025,1.0,0.0,1.0,0.0,121883
2018-12-08 18:00:00,2018-12-08 18:00:00,1237,0.0,2.0,3.0,2.0,128053
2019-05-19 11:00:00,2019-05-19 11:00:00,1013,0.0,0.0,2.0,1.0,157204
2019-05-16 03:00:00,2019-05-16 03:00:00,855,0.0,0.0,10.0,1.0,152129
2019-04-11 21:00:00,2019-04-11 21:00:00,701,2.0,2.0,5.0,3.0,133658
2019-03-15 13:00:00,2019-03-15 13:00:00,1161,6.0,1.0,2.0,4.0,197494
2019-04-20 03:00:00,2019-04-20 03:00:00,747,0.0,1.0,17.0,2.0,141341
2019-03-16 21:00:00,2019-03-16 21:00:00,585,0.0,0.0,5.0,1.0,131209
2019-05-28 06:00:00,2019-05-28 06:00:00,484,0.0,0.0,2.0,0.0,104362
2019-05-20 04:00:00,2019-05-20 04:00:00,579,0.0,0.0,3.0,0.0,141546
2019-05-09 13:00:00,2019-05-09 13:00:00,1116,0.0,0.0,0.0,3.0,195398
2018-12-24 09:00:00,2018-12-24 09:00:00,1235,0.0,0.0,0.0,0.0,124082
2019-02-22 11:00:00,2019-02-22 11:00:00,1108,0.0,0.0,1.0,0.0,155727
2019-04-11 20:00:00,2019-04-11 20:00:00,616,1.0,1.0,4.0,7.0,130018
2019-03-30 01:00:00,2019-03-30 01:00:00,714,1.0,1.0,2.0,3.0,135880
2019-03-30 11:00:00,2019-03-30 11:00:00,935,0.0,2.0,0.0,1.0,149834
2019-04-25 18:00:00,2019-04-25 18:00:00,749,0.0,1.0,3.0,3.0,139928
2019-01-14 08:00:00,2019-01-14 08:00:00,1077,1.0,2.0,2.0,2.0,117599
2019-03-10 06:00:00,2019-03-10 06:00:00,628,0.0,0.0,0.0,1.0,118487
2018-10-05 09:00:00,2018-10-05 09:00:00,1128,1.0,0.0,1.0,2.0,124778
2018-11-03 11:00:00,2018-11-03 11:00:00,1281,0.0,1.0,3.0,0.0,144396
2019-04-22 17:00:00,2019-04-22 17:00:00,858,0.0,2.0,4.0,0.0,193330
2018-12-04 15:00:00,2018-12-04 15:00:00,1660,3.0,6.0,1.0,8.0,175550
2019-04-13 18:00:00,2019-04-13 18:00:00,872,2.0,2.0,3.0,2.0,145446
2018-12-07 06:00:00,2018-12-07 06:00:00,1025,3.0,1.0,7.0,1.0,101432
2019-01-17 22:00:00,2019-01-17 22:00:00,1297,2.0,3.0,2.0,6.0,138935
2019-03-03 18:00:00,2019-03-03 18:00:00,724,1.0,6.0,3.0,3.0,135884
2019-05-07 01:00:00,2019-05-07 01:00:00,600,0.0,0.0,2.0,0.0,153614
2019-02-11 00:00:00,2019-02-11 00:00:00,854,1.0,2.0,0.0,5.0,180290
2019-01-27 02:00:00,2019-01-27 02:00:00,1118,3.0,2.0,4.0,0.0,135784
2019-05-19 17:00:00,2019-05-19 17:00:00,718,0.0,1.0,3.0,3.0,154681
2019-03-23 14:00:00,2019-03-23 14:00:00,1108,4.0,0.0,3.0,2.0,208116
2018-10-05 02:00:00,2018-10-05 02:00:00,1006,2.0,0.0,4.0,0.0,144782
2018-10-17 11:00:00,2018-10-17 11:00:00,1232,8.0,3.0,0.0,0.0,150358
2019-05-13 15:00:00,2019-05-13 15:00:00,1089,0.0,0.0,0.0,0.0,185633
2018-12-23 11:00:00,2018-12-23 11:00:00,1260,2.0,0.0,2.0,1.0,141336
2019-03-07 14:00:00,2019-03-07 14:00:00,1015,1.0,2.0,2.0,6.0,208544
2019-04-04 03:00:00,2019-04-04 03:00:00,697,0.0,4.0,3.0,4.0,147378
2019-04-29 04:00:00,2019-04-29 04:00:00,673,0.0,0.0,3.0,3.0,139303
2018-12-14 20:00:00,2018-12-14 20:00:00,1174,0.0,4.0,0.0,3.0,116267
2018-10-19 20:00:00,2018-10-19 20:00:00,1168,3.0,1.0,2.0,2.0,117519
2019-05-10 16:00:00,2019-05-10 16:00:00,971,2.0,1.0,4.0,6.0,170358
2018-12-26 04:00:00,2018-12-26 04:00:00,1042,1.0,2.0,1.0,2.0,116794
2019-03-16 20:00:00,2019-03-16 20:00:00,633,0.0,1.0,1.0,2.0,129067
2019-04-06 11:00:00,2019-04-06 11:00:00,1149,1.0,2.0,4.0,3.0,156133
2018-11-05 21:00:00,2018-11-05 21:00:00,1231,2.0,5.0,7.0,5.0,127006
2019-01-02 10:00:00,2019-01-02 10:00:00,1191,0.0,1.0,1.0,3.0,125976
2018-12-16 06:00:00,2018-12-16 06:00:00,1515,2.0,2.0,1.0,1.0,113102
2018-12-07 08:00:00,2018-12-07 08:00:00,1269,1.0,2.0,5.0,0.0,110346
2019-01-06 08:00:00,2019-01-06 08:00:00,872,1.0,3.0,0.0,3.0,131502
2019-04-29 22:00:00,2019-04-29 22:00:00,740,1.0,1.0,4.0,3.0,134523
2019-01-11 21:00:00,2019-01-11 21:00:00,1158,2.0,6.0,5.0,5.0,122772
2018-11-20 20:00:00,2018-11-20 20:00:00,1170,3.0,2.0,3.0,1.0,123705
2019-02-13 13:00:00,2019-02-13 13:00:00,1036,0.0,0.0,0.0,6.0,190280
2018-12-18 17:00:00,2018-12-18 17:00:00,1251,1.0,3.0,2.0,7.0,137762
2018-10-12 05:00:00,2018-10-12 05:00:00,921,2.0,1.0,0.0,1.0,101624
2019-04-23 22:00:00,2019-04-23 22:00:00,706,0.0,2.0,2.0,4.0,152132
2018-12-03 09:00:00,2018-12-03 09:00:00,1521,0.0,7.0,1.0,4.0,124152
2019-05-19 22:00:00,2019-05-19 22:00:00,652,0.0,0.0,1.0,1.0,144466
2019-03-28 22:00:00,2019-03-28 22:00:00,792,0.0,1.0,4.0,0.0,141704
2018-10-15 14:00:00,2018-10-15 14:00:00,1560,2.0,2.0,0.0,1.0,185773
2018-12-20 01:00:00,2018-12-20 01:00:00,1062,1.0,2.0,4.0,5.0,125064
2019-04-10 15:00:00,2019-04-10 15:00:00,3151,2.0,0.0,2.0,1.0,208833
2018-10-17 23:00:00,2018-10-17 23:00:00,1160,3.0,2.0,1.0,0.0,129193
2018-10-22 20:00:00,2018-10-22 20:00:00,1261,1.0,2.0,4.0,1.0,128081
2019-02-12 11:00:00,2019-02-12 11:00:00,891,0.0,0.0,0.0,0.0,155119
2019-01-18 03:00:00,2019-01-18 03:00:00,1296,3.0,3.0,3.0,2.0,144127
2019-03-18 14:00:00,2019-03-18 14:00:00,1082,1.0,1.0,1.0,6.0,194444
2018-10-27 15:00:00,2018-10-27 15:00:00,1558,3.0,0.0,7.0,1.0,187242
2018-10-30 04:00:00,2018-10-30 04:00:00,860,3.0,1.0,1.0,3.0,111813
2019-05-15 04:00:00,2019-05-15 04:00:00,642,0.0,0.0,3.0,3.0,123689
2018-12-26 17:00:00,2018-12-26 17:00:00,1265,3.0,1.0,0.0,5.0,135995
2018-11-30 15:00:00,2018-11-30 15:00:00,1607,0.0,3.0,3.0,1.0,164289
2018-10-27 11:00:00,2018-10-27 11:00:00,1204,1.0,2.0,2.0,3.0,139385
2019-05-27 11:00:00,2019-05-27 11:00:00,1040,0.0,0.0,3.0,2.0,157588
2019-03-27 02:00:00,2019-03-27 02:00:00,618,7.0,4.0,2.0,3.0,146463
2019-02-05 17:00:00,2019-02-05 17:00:00,737,1.0,0.0,2.0,2.0,147546
2019-04-23 18:00:00,2019-04-23 18:00:00,758,2.0,1.0,2.0,1.0,149545
2019-03-05 10:00:00,2019-03-05 10:00:00,862,0.0,0.0,3.0,2.0,134135
2018-11-04 15:00:00,2018-11-04 15:00:00,1384,2.0,3.0,3.0,3.0,177434
2019-03-26 15:00:00,2019-03-26 15:00:00,1228,1.0,0.0,4.0,3.0,204664
2019-01-05 06:00:00,2019-01-05 06:00:00,860,0.0,2.0,1.0,3.0,119014
2019-03-16 17:00:00,2019-03-16 17:00:00,777,1.0,3.0,6.0,2.0,169548
2018-12-28 01:00:00,2018-12-28 01:00:00,1034,2.0,7.0,2.0,6.0,127201
2018-10-05 18:00:00,2018-10-05 18:00:00,1222,2.0,1.0,4.0,0.0,127463
2018-10-18 01:00:00,2018-10-18 01:00:00,979,1.0,2.0,4.0,4.0,135084
2019-01-17 16:00:00,2019-01-17 16:00:00,1506,1.0,3.0,9.0,1.0,166728
2019-05-19 14:00:00,2019-05-19 14:00:00,986,0.0,0.0,4.0,1.0,184740
2018-10-30 22:00:00,2018-10-30 22:00:00,1228,1.0,5.0,4.0,5.0,134759
2018-11-19 18:00:00,2018-11-19 18:00:00,1257,2.0,2.0,6.0,2.0,124153
2019-01-09 13:00:00,2019-01-09 13:00:00,1626,1.0,1.0,3.0,0.0,186904
2019-04-24 05:00:00,2019-04-24 05:00:00,684,0.0,0.0,5.0,4.0,132695
2019-03-10 04:00:00,2019-03-10 04:00:00,657,0.0,1.0,3.0,0.0,133667
2018-12-01 08:00:00,2018-12-01 08:00:00,1075,0.0,1.0,6.0,0.0,113291
2018-10-07 11:00:00,2018-10-07 11:00:00,1174,1.0,2.0,2.0,2.0,148320
2018-11-11 23:00:00,2018-11-11 23:00:00,1070,5.0,2.0,3.0,1.0,133337
2019-01-14 11:00:00,2019-01-14 11:00:00,1381,0.0,2.0,0.0,2.0,150878
2018-11-03 03:00:00,2018-11-03 03:00:00,1109,1.0,2.0,3.0,2.0,130299
2019-02-02 04:00:00,2019-02-02 04:00:00,622,1.0,2.0,1.0,2.0,130842
2019-05-31 17:00:00,2019-05-31 17:00:00,791,0.0,0.0,6.0,2.0,147464
2019-05-31 20:00:00,2019-05-31 20:00:00,622,0.0,1.0,5.0,2.0,126616
2019-01-09 03:00:00,2019-01-09 03:00:00,1129,0.0,1.0,10.0,3.0,147811
2019-02-28 14:00:00,2019-02-28 14:00:00,1063,4.0,2.0,5.0,2.0,193519
2018-10-19 11:00:00,2018-10-19 11:00:00,1383,1.0,1.0,1.0,1.0,154253
2019-03-14 23:00:00,2019-03-14 23:00:00,696,2.0,3.0,1.0,2.0,149433
2019-02-16 04:00:00,2019-02-16 04:00:00,542,1.0,0.0,1.0,0.0,125730
2018-11-13 20:00:00,2018-11-13 20:00:00,1202,2.0,3.0,3.0,5.0,122682
2019-03-27 13:00:00,2019-03-27 13:00:00,1134,7.0,0.0,2.0,5.0,195794
2019-05-18 06:00:00,2019-05-18 06:00:00,685,0.0,1.0,1.0,1.0,113907
2018-11-12 00:00:00,2018-11-12 00:00:00,1059,10.0,4.0,1.0,5.0,123912
2019-05-07 11:00:00,2019-05-07 11:00:00,1094,0.0,0.0,4.0,1.0,164642
2018-12-22 11:00:00,2018-12-22 11:00:00,1195,1.0,0.0,2.0,1.0,139618
2019-04-15 06:00:00,2019-04-15 06:00:00,600,1.0,0.0,1.0,1.0,109873
2019-01-11 09:00:00,2019-01-11 09:00:00,1146,0.0,2.0,4.0,3.0,125739
2018-11-04 02:00:00,2018-11-04 02:00:00,1051,5.0,2.0,6.0,4.0,129765
2019-04-27 12:00:00,2019-04-27 12:00:00,1045,0.0,0.0,0.0,1.0,179585
2018-11-24 19:00:00,2018-11-24 19:00:00,1215,0.0,3.0,2.0,3.0,128016
2019-04-14 02:00:00,2019-04-14 02:00:00,838,0.0,1.0,2.0,3.0,141398
2019-03-26 18:00:00,2019-03-26 18:00:00,661,2.0,0.0,4.0,1.0,140775
2019-04-21 18:00:00,2019-04-21 18:00:00,791,1.0,1.0,2.0,1.0,140874
2019-02-28 08:00:00,2019-02-28 08:00:00,633,1.0,3.0,1.0,2.0,120787
2018-12-12 19:00:00,2018-12-12 19:00:00,1235,0.0,5.0,2.0,3.0,123548
2018-10-25 17:00:00,2018-10-25 17:00:00,1466,2.0,2.0,6.0,1.0,139687
2019-02-17 10:00:00,2019-02-17 10:00:00,695,3.0,2.0,0.0,1.0,138418
2019-03-15 15:00:00,2019-03-15 15:00:00,1026,1.0,0.0,3.0,4.0,191657
2018-11-01 20:00:00,2018-11-01 20:00:00,1212,5.0,3.0,2.0,2.0,116986
2018-11-18 05:00:00,2018-11-18 05:00:00,913,0.0,2.0,1.0,2.0,113617
2019-05-31 21:00:00,2019-05-31 21:00:00,634,1.0,0.0,1.0,3.0,129902
2019-02-07 03:00:00,2019-02-07 03:00:00,698,0.0,0.0,5.0,0.0,142448
2018-10-20 12:00:00,2018-10-20 12:00:00,1272,2.0,0.0,3.0,3.0,170032
2018-11-22 22:00:00,2018-11-22 22:00:00,1122,7.0,2.0,1.0,1.0,125481
2019-03-18 04:00:00,2019-03-18 04:00:00,569,1.0,1.0,1.0,0.0,121509
2019-02-05 05:00:00,2019-02-05 05:00:00,724,2.0,3.0,1.0,4.0,119351
2019-05-06 12:00:00,2019-05-06 12:00:00,1019,0.0,1.0,1.0,3.0,183448
2019-05-28 00:00:00,2019-05-28 00:00:00,727,0.0,1.0,4.0,4.0,137752
2019-02-02 02:00:00,2019-02-02 02:00:00,679,0.0,4.0,2.0,5.0,135466
2018-12-07 20:00:00,2018-12-07 20:00:00,1133,5.0,3.0,2.0,4.0,116115
2019-01-10 02:00:00,2019-01-10 02:00:00,1132,1.0,3.0,3.0,4.0,133564
2019-01-20 05:00:00,2019-01-20 05:00:00,941,0.0,1.0,2.0,2.0,128515
2019-04-04 23:00:00,2019-04-04 23:00:00,1182,5.0,0.0,1.0,2.0,141520
2019-04-24 15:00:00,2019-04-24 15:00:00,1450,0.0,1.0,3.0,1.0,207082
2019-04-18 10:00:00,2019-04-18 10:00:00,994,0.0,1.0,4.0,1.0,155730
2018-12-10 07:00:00,2018-12-10 07:00:00,826,0.0,5.0,1.0,6.0,104608
2018-11-21 07:00:00,2018-11-21 07:00:00,828,0.0,3.0,0.0,5.0,98975
2018-12-06 00:00:00,2018-12-06 00:00:00,1107,1.0,3.0,1.0,3.0,122485
2019-01-25 13:00:00,2019-01-25 13:00:00,1716,2.0,0.0,2.0,1.0,192195
2018-12-13 15:00:00,2018-12-13 15:00:00,1639,1.0,2.0,6.0,3.0,175384
2018-10-10 01:00:00,2018-10-10 01:00:00,1037,1.0,0.0,4.0,2.0,140944
2019-01-31 13:00:00,2019-01-31 13:00:00,1602,0.0,6.0,5.0,3.0,188789
2018-10-24 01:00:00,2018-10-24 01:00:00,1705,5.0,3.0,3.0,1.0,129899
2018-12-31 23:00:00,2018-12-31 23:00:00,1094,2.0,1.0,3.0,4.0,126206
2018-10-14 01:00:00,2018-10-14 01:00:00,1048,0.0,3.0,2.0,2.0,122475
2019-02-21 16:00:00,2019-02-21 16:00:00,829,2.0,2.0,0.0,4.0,167271
2019-03-21 19:00:00,2019-03-21 19:00:00,776,0.0,5.0,1.0,3.0,132283
2018-11-27 18:00:00,2018-11-27 18:00:00,1169,4.0,2.0,5.0,0.0,124318
2019-01-09 19:00:00,2019-01-09 19:00:00,1174,1.0,1.0,5.0,3.0,129111
2019-05-04 02:00:00,2019-05-04 02:00:00,647,1.0,1.0,2.0,3.0,140753
